LConfiguration,LTerm,LTerm (atlas),LJ,LLevel,UConfiguration,UTerm,UTerm (atlas),UJ,ULevel,Wavelength,log gf (DREAM),gf (DREAM),gf (atlas),A DREAM,A atlas,CF,Disagreement
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,4.5,68549.23,4324.154,-3.27,0.001,,0.02,,0.000,
4f13.(2F*<7/2>).5d2.(1G),1[13/2]*,2F3.5 1G6.5,6.5,57561.62,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 1F3.0,5.5,80679.18,4324.500,-1.54,0.029,0.038,0.86,1.616,0.008,-0.275
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,3.5,68450.11,4324.964,-2.27,0.005,,0.24,,0.003,
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,,1.5,59777.07,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,2.5,82891.80,4325.029,-1.82,0.015,,0.92,,0.045,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,2F3.5 3F6.5,6.5,47680.40,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,5.5,70793.96,4325.248,-0.89,0.129,0.118,3.88,5.017,0.139,-0.111
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F3.5 1P1.0,4.5,77747.40,4326.555,-1.40,0.040,0.405,1.44,14.749,0.020,-1.010
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,47758.54,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",,4.5,70858.18,4327.855,-2.08,0.008,,0.29,,0.011,
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,2F3.5 3F0.5,1.5,48024.70,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,1.5,71113.84,4329.823,-1.64,0.023,0.032,2.07,1.164,0.025,0.251
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f13.(2F*<5/2>).5d.6p.(3D*<3>),,2F2.5 3D3.0,1.5,76799.07,4331.033,-2.03,0.009,0.014,0.82,0.763,0.008,0.029
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,3.5,56500.64,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,4331.074,-3.88,0.000,,0.01,,0.001,
4f13.(2F*<7/2>).5d2.(3F),3[7/2]*,,4.5,46354.55,4f13.(2F*<7/2>).5d.6p.(3P*<0>),,,3.5,69395.20,4338.935,-2.67,0.002,,0.09,,0.004,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,2F2.5 3D4.5,4.5,40917.91,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,3.5,63957.80,4339.079,-1.07,0.085,0.091,3.78,4.119,0.075,-0.038
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,4.5,56088.39,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,4339.352,-2.26,0.005,,0.19,,0.004,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,5.5,42915.13,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,4.5,65950.95,4339.845,-3.01,0.001,,0.04,,0.001,
4f13.(2F*<7/2>).5d2.(1D),1[7/2]*,2F3.5 1D3.5,3.5,53644.89,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,4340.674,-1.56,0.028,0.056,1.63,2.702,0.015,-0.219
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,4.5,40917.91,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,5.5,63944.18,4341.645,-2.58,0.003,,0.08,,0.002,
4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,2F2.5 1D1.5,1.5,47005.46,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,0.5,70029.04,4342.152,-1.30,0.050,0.042,8.80,3.037,0.194,0.462
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,51248.86,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,2.5,74270.48,4342.522,-3.73,0.000,,0.01,,0.000,
4f13.(2F*<5/2>).5d2.(3F),*,,1.5,56840.04,,,,0.5,79860.00,4342.748,-2.03,0.009,,1.72,,0.015,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,3.5,68450.11,4342.773,-2.99,0.001,,0.05,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),*,,1.5,44940.61,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",,0.5,67955.23,4343.843,-2.26,0.005,,1.00,,0.008,
4f14.6p,2P*,2P,1.5,30392.23,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,2.5,53404.96,4344.200,-2.27,0.005,0.013,0.32,0.313,0.035,0.005
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,48272.77,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,2.5,71270.01,4347.126,-2.89,0.001,,0.08,,0.001,
4f14.5d,2D,,2.5,24332.69,4f13.(2F*<5/2>).5d.6s.(1D),1[5/2]*,,2.5,47329.44,4347.218,-3.91,0.000,,0.01,,0.008,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,2.5,58661.13,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,81657.13,4347.360,-1.90,0.013,,0.76,,0.015,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,5.5,56621.15,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,2F2.5 3D1.0,5.5,79605.95,4349.479,,,0.011,,0.396,,
4f13.(2F*<7/2>).5d.6s.(1D),1[11/2]*,,5.5,34784.95,4f13.(2F*<7/2>).6s.6p.(1P*<1>),"(7/2,1)",,4.5,57765.32,4350.317,-1.25,0.056,,1.97,,0.012,
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f14.7d,2D,2F3.5 1P1.0,2.5,76676.31,4354.190,-1.81,0.015,0.029,0.90,1.043,0.009,-0.066
4f13.(2F*<5/2>).5d2.(3F),*,2F2.5 3F2.5,2.5,59439.08,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 3P1.0,1.5,82398.98,4354.196,-2.84,0.001,0.062,0.13,3.344,0.001,-1.420
4f13.(2F*<5/2>).5d2.(1D),1[1/2]*,,0.5,65149.31,,,,1.5,88101.00,4355.763,-1.00,0.100,,8.33,,0.160,
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,48272.77,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",,3.5,71222.36,4356.152,-2.84,0.001,,0.06,,0.001,
4f13.(2F*<7/2>).5d2.(3F),3[1/2]*,2F3.5 3F0.5,1.5,48024.70,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,2.5,70954.27,4359.955,-1.87,0.013,0.018,0.79,0.43,0.023,0.263
4f13.(2F*<7/2>).5d2.(3F),3[5/2]*,,2.5,45012.79,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,3.5,67938.68,4360.655,-2.71,0.002,,0.09,,0.008,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,,3.5,57534.45,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,4361.155,-2.92,0.001,,0.05,,0.001,
4f13.(2F*<7/2>).5d2.(1G),1[1/2]*,2F3.5 1G0.5,0.5,52067.87,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 1D2.0,0.5,74989.49,4361.468,-1.65,0.022,0.025,3.89,0.896,0.078,0.638
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,2.5,41678.73,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,3.5,64598.28,4361.861,-3.37,0.000,,0.02,,0.001,
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,,1.5,52987.76,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",,0.5,75905.77,4362.155,-1.70,0.020,,3.47,,0.039,
4f13.(2F*<5/2>).5d2.(3P),3[7/2]*,2F2.5 3P3.5,3.5,66796.03,4f13.(2F*<5/2>).5d.6p.(1P*<1>),"(5/2,1)",2F2.5 1P1.0,2.5,89713.17,4362.320,-1.41,0.039,0.017,2.33,0.812,0.025,0.458
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,2F2.5 1D3.5,3.5,48556.57,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F2.5 3F2.0,2.5,71468.70,4363.274,-1.05,0.089,0.056,5.23,2.674,0.063,0.292
4f13.(2F*<7/2>).5d2.(1G),1[15/2]*,2F3.5 1G7.5,7.5,53322.89,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,6.5,76233.60,4363.545,-2.28,0.005,0.013,0.13,0.532,0.002,-0.600
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,,0.5,56977.71,,,,0.5,79860.00,4368.876,-2.04,0.009,,1.61,,0.052,
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,0.5,43007.79,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,1.5,65888.46,4369.273,-3.59,0.000,,0.02,,0.001,
4f13.(2F*<7/2>).5d.6s.(1D),1[9/2]*,2F3.5 1D4.5,4.5,38342.02,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,4.5,61214.66,4370.807,-0.58,0.263,0.185,9.25,6.602,0.138,0.146
4f13.(2F*<7/2>).5d2.(1D),1[7/2]*,2F3.5 1D3.5,3.5,53644.89,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,4.5,76516.11,4371.079,-1.84,0.014,0.021,0.51,0.599,0.018,-0.067
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,2F3.5 3F4.5,4.5,49916.50,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,3.5,72779.99,4372.557,,,0.032,,1.426,,
,,,4.5,49917.00,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,3.5,72779.99,4372.557,-1.34,0.046,,1.99,,0.038,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,4372.845,-3.11,0.001,,0.05,,0.001,
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,,4.5,56480.77,,,,5.5,79333.00,4374.776,-2.86,0.001,,0.04,,0.011,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,2F2.5 3F3.5,2.5,58661.13,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",2F2.5 3P2.0,1.5,81512.62,4374.853,-1.73,0.019,0.032,1.65,1.71,0.023,-0.017
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,2.5,48272.77,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,1.5,71113.84,4376.849,-1.51,0.031,0.021,2.73,1.121,0.025,0.386
4f13.(2F*<5/2>).5d2.(3F),3[3/2]*,,0.5,58672.53,4f13.(2F*<5/2>).5d.6p.(3P*<1>),"(5/2,1)",,1.5,81512.62,4377.036,-2.36,0.004,,0.37,,0.026,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,5.5,50468.05,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,5.5,73291.95,4380.141,-3.36,0.000,,0.01,,0.000,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,2F3.5 3F4.5,5.5,50468.05,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,4.5,73283.35,4381.792,-1.40,0.040,0.030,1.38,1.278,0.019,0.033
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,5.5,68148.88,4382.071,-2.72,0.002,,0.05,,0.002,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,1.5,65888.46,4382.163,-2.97,0.001,,0.09,,0.002,
4f13.(2F*<5/2>).5d.6s.(3D),3[9/2]*,,4.5,40917.91,4f13.(2F*<7/2>).5d.6p.(3D*<1>),"(7/2,1)",,4.5,63726.83,4383.018,-3.75,0.000,,0.01,,0.000,
4f13.(2F*<7/2>).5d2.(1D),1[9/2]*,2F3.5 1D4.5,4.5,54640.82,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",2F2.5 3D3.0,3.5,77449.32,4383.099,-2.69,0.002,0.011,0.09,0.488,0.001,-0.730
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F2.5,1.5,50832.65,4f13.(2F*<5/2>).5d.6p.(1D*<2>),,2F2.5 3D2.0,0.5,73636.83,4383.929,-1.73,0.019,0.026,3.18,1.844,0.044,0.237
4f13.(2F*<5/2>).5d2.(3F),*,,2.5,53716.38,4f14.7d,2D,,1.5,76517.21,4384.573,-3.02,0.001,,0.08,,0.002,
4f13.(2F*<5/2>).5d.6s.(1D),1[1/2]*,2F2.5 1D0.5,0.5,47228.96,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",2F2.5 3F3.0,0.5,70029.04,4384.718,-2.86,0.001,0.012,0.24,0.425,0.004,-0.251
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,2F2.5 3D0.5,0.5,39378.89,4f14.6d,2D,2D,1.5,62174.10,4385.654,-2.28,0.005,0.014,0.47,0.248,0.132,0.275
4f14.5d,2D,,1.5,22960.80,4f13.(2F*<7/2>).5d2.(3F),*,,1.5,45737.29,4389.259,-3.46,0.000,,0.03,,0.024,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,2F2.5 3D3.5,4.5,46169.78,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F2.5 3F2.0,4.5,68943.65,4389.764,-1.11,0.078,0.020,2.68,0.708,0.122,0.578
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,1.5,41688.45,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,1.5,64461.08,4390.003,-3.24,0.001,,0.05,,0.001,
4f13.(2F*<5/2>).5d2.(3F),*,,1.5,56840.04,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,4391.299,-3.27,0.001,,0.05,,0.001,
4f13.(2F*<5/2>).5d.6s.(3D),3[1/2]*,2F2.5 3D0.5,0.5,39378.89,4f13.(2F*<5/2>).6s.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,0.5,62136.94,4392.816,-1.38,0.042,0.059,7.45,2.084,0.166,0.553
4f13.(2F*<7/2>).5d2.(3P),*,,2.5,56056.91,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,2.5,78814.86,4392.835,-3.09,0.001,,0.05,,0.000,
4f13.(2F*<5/2>).5d2.(3F),*,,1.5,56840.04,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,4395.709,-3.77,0.000,,0.01,,0.000,
4f13.(2F*<7/2>).5d.6s.(3D),3[3/2]*,,2.5,26759.02,4f13.(2F*<7/2>).6s.6p.(3P*<1>),"(7/2,1)",,2.5,49498.04,4396.492,-2.50,0.003,,0.18,,0.012,
4f13.(2F*<7/2>).5d2.(3F),*,,2.5,51248.86,4f13.(2F*<5/2>).5d.6p.(3D*<1>),"(5/2,1)",,3.5,73966.81,4400.569,-2.49,0.003,,0.14,,0.007,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,,4.5,60649.86,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,3.5,83363.88,4401.331,-2.07,0.009,,0.36,,0.005,
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,2F2.5 1D3.5,3.5,48556.57,4f13.(2F*<5/2>).5d.6p.(3F*<2>),"(5/2,2)",2F3.5 3P2.0,2.5,71270.01,4401.443,-1.29,0.051,0.021,2.95,0.985,0.036,0.476
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,5.5,56621.15,,,,5.5,79333.00,4401.817,-2.00,0.010,,0.29,,0.008,
4f13.(2F*<7/2>).5d.6s.(1D),1[9/2]*,2F3.5 1D4.5,4.5,38342.02,4f13.(2F*<7/2>).5d.6p.(3F*<2>),"(7/2,2)",2F3.5 3F2.0,3.5,61051.06,4402.296,-0.81,0.155,0.093,6.71,4.089,0.156,0.215
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,2.5,44497.51,4f13.(2F*<7/2>).5d.6p.(3D*<3>),"(7/2,3)",,1.5,67204.97,4402.602,-3.16,0.001,,0.06,,0.003,
4f13.(2F*<7/2>).5d.6s.(3D),3[7/2]*,,3.5,35059.00,4f13.(2F*<7/2>).6s.6p.(1P*<1>),"(7/2,1)",,4.5,57765.32,4402.823,-2.89,0.001,,0.04,,0.007,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<7/2>).5d.6p.(3F*<4>),,,2.5,68135.00,4403.044,-2.99,0.001,,0.06,,0.001,
,,,4.5,49917.00,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,5.5,72615.74,4404.197,-2.58,0.003,,0.08,,0.008,
4f13.(2F*<7/2>).5d2.(3F),*,2F3.5 3F1.5,2.5,48272.77,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,2F3.5 3P1.0,2.5,70954.27,4407.641,-1.78,0.017,0.014,0.94,0.491,0.009,0.280
4f13.(2F*<7/2>).5d2.(1D),1[7/2]*,,3.5,53644.89,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",,3.5,76323.49,4408.205,-2.76,0.002,,0.08,,0.001,
4f14.5d,2D,2D,2.5,24332.69,4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,2F2.5 1D1.5,1.5,47005.46,4409.339,-1.83,0.015,0.063,1.27,3.313,0.182,-0.418
4f13.(2F*<7/2>).5d2.(1D),1[3/2]*,,1.5,55221.46,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,0.5,77887.30,4410.687,-3.46,0.000,,0.06,,0.001,
4f13.(2F*<5/2>).5d.6s.(1D),1[7/2]*,,3.5,48556.57,4f13.(2F*<7/2>).5d.6p.(3P*<2>),"(7/2,2)",,3.5,71222.36,4410.696,-3.14,0.001,,0.03,,0.001,
4f13.(2F*<7/2>).5d2.(3F),*,,3.5,45273.02,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,3.5,67938.68,4410.722,-3.14,0.001,,0.03,,0.001,
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,2.5,57798.51,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,3.5,80457.71,4411.979,-3.34,0.000,,0.02,,0.001,
4f13.(2F*<5/2>).5d2.(3F),3[7/2]*,2F2.5 3F3.5,2.5,58661.13,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,2.5,81312.65,4413.475,-1.94,0.011,0.026,0.67,0.91,0.014,-0.134
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,,4.5,56480.77,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,4414.539,-3.05,0.001,,0.03,,0.005,
4f13.(2F*<5/2>).5d2.(3F),3[9/2]*,2F2.5 3F4.5,4.5,59046.89,4f13.(2F*<5/2>).5d.6p.(3P*<2>),"(5/2,2)",2F2.5 3P2.0,3.5,81692.92,4414.545,-1.74,0.018,0.018,0.77,0.787,0.020,-0.007
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,,2.5,37077.59,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,1.5,59710.65,4417.075,-3.10,0.001,,0.07,,0.002,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,3.5,52921.62,4f13.(2F*<5/2>).5d.6p.(1D*<2>),"(5/2,2)",,2.5,75550.94,4417.805,-2.65,0.002,,0.13,,0.002,
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,,0.5,56977.71,4f13.(2F*<5/2>).5d.6p.(3P*<1>),,,1.5,79605.95,4418.016,-3.41,0.000,,0.03,,0.002,
4f13.(2F*<5/2>).5d2.(3F),3[11/2]*,2F2.5 3F5.5,5.5,58051.51,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",2F2.5 1F3.0,5.5,80679.18,4418.127,-1.38,0.042,0.043,1.18,1.502,0.067,-0.104
4f13.(2F*<7/2>).5d2.(3P),3[5/2]*,,3.5,56500.64,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,4.5,79126.83,4418.416,-2.48,0.003,,0.11,,0.010,
4f13.(2F*<5/2>).5d2.(3F),3[1/2]*,,1.5,59777.07,4f13.(2F*<5/2>).5d.6p.(1F*<3>),"(5/2,3)",,1.5,82398.98,4419.252,-1.78,0.017,,1.45,,0.034,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,,3.5,55462.68,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",,4.5,78070.19,4422.067,-2.44,0.004,,0.12,,0.007,
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f13.(2F*<5/2>).5d.6p.(3D*<2>),"(5/2,2)",2F2.5 3D2.0,3.5,76323.49,4422.145,-1.81,0.015,0.030,0.66,0.784,0.016,-0.073
4f13.(2F*<5/2>).5d.6s.(1D),1[9/2]*,,4.5,45335.03,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,3.5,67938.68,4422.822,-1.91,0.012,,0.51,,0.004,
4f13.(2F*<5/2>).5d.6s.(1D),1[3/2]*,,1.5,47005.46,4f13.(2F*<7/2>).5d.6p.(3P*<1>),,,2.5,69607.54,4423.129,-2.47,0.003,,0.19,,0.007,
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,2.5,43956.41,4f13.(2F*<7/2>).5d.6p.(3D*<2>),"(7/2,2)",,3.5,66558.00,4423.225,-3.34,0.000,,0.02,,0.000,
4f13.(2F*<7/2>).5d2.(1G),1[3/2]*,2F3.5 1G1.5,1.5,52987.76,4f13.(2F*<5/2>).5d.6p.(1D*<2>),"(5/2,2)",2F2.5 1D2.0,2.5,75550.94,4430.755,-2.16,0.007,0.015,0.38,0.347,0.017,0.041
4f13.(2F*<5/2>).5d.6s.(3D),3[3/2]*,,0.5,43007.79,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,0.5,65566.72,4431.590,-3.29,0.001,,0.09,,0.003,
4f13.(2F*<5/2>).5d2.(1G),1[5/2]*,,2.5,65739.47,,,,3.5,88297.00,4431.944,-2.77,0.002,,0.07,,0.001,
4f14.6p,2P*,2P,1.5,30392.23,4f13.(2F*<7/2>).6s.6p.(3P*<2>),"(7/2,2)",2F3.5 3P2.0,1.5,52938.01,4434.175,-2.15,0.007,0.015,0.61,0.52,0.063,0.068
4f13.(2F*<7/2>).5d.6s.(1D),1[5/2]*,,2.5,37077.59,4f13.(2F*<5/2>).6s.6p.(3P*<1>),"(5/2,1)",,3.5,59618.90,4435.054,-2.46,0.003,,0.15,,0.007,
4f13.(2F*<7/2>).5d2.(3F),3[3/2]*,2F3.5 3F1.5,0.5,46902.71,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,1.5,69443.52,4435.153,-2.03,0.009,0.032,0.80,0.555,0.010,0.156
4f13.(2F*<7/2>).5d2.(1G),1[7/2]*,2F3.5 1G3.5,3.5,57103.02,4f13.(2F*<7/2>).5d.6p.(1P*<1>),"(7/2,1)",2F3.5 1P1.0,3.5,79628.71,4438.130,-1.13,0.074,0.107,3.21,3.703,0.046,-0.062
4f13.(2F*<7/2>).5d2.(1D),1[7/2]*,,3.5,53644.89,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",,2.5,76170.25,4438.195,-2.90,0.001,,0.07,,0.001,
4f13.(2F*<7/2>).5d2.(3P),3[7/2]*,,2.5,53120.58,4f13.(2F*<5/2>).5d.6p.(3F*<3>),"(5/2,3)",,3.5,75640.06,4439.353,-2.69,0.002,,0.08,,0.003,
4f13.(2F*<5/2>).5d.6s.(3D),3[7/2]*,,3.5,45429.82,4f13.(2F*<5/2>).6s.6p.(1P*<1>),,,3.5,67938.68,4441.448,-3.80,0.000,,0.01,,0.000,
4f14.7p,2P*,,1.5,65594.10,,,,1.5,88101.00,4441.845,-1.71,0.019,,1.59,,0.027,
4f13.(2F*<7/2>).5d2.(3P),3[9/2]*,2F3.5 3P4.5,5.5,56621.15,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3F4.0,4.5,79126.83,4442.076,-1.52,0.030,0.044,1.02,1.824,0.016,-0.252
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,1.5,43075.09,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,0.5,65566.72,4444.851,-2.59,0.003,,0.43,,0.017,
4f13.(2F*<7/2>).5d2.(1G),1[7/2]*,,3.5,57103.02,4f13.(2F*<5/2>).5d.6p.(3P*<0>),,,2.5,79583.11,4447.132,-3.40,0.000,,0.02,,0.001,
4f13.(2F*<7/2>).5d2.(3F),3[9/2]*,,3.5,49008.93,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",,2.5,71468.70,4451.156,-2.37,0.004,,0.24,,0.002,
4f13.(2F*<7/2>).5d2.(1D),1[11/2]*,,5.5,54192.51,4f13.(2F*<5/2>).5d.6p.(3D*<3>),"(5/2,3)",,5.5,76649.80,4451.647,-3.94,0.000,,0.00,,0.000,
4f13.(2F*<7/2>).5d2.(3F),3[13/2]*,2F3.5 3F6.5,6.5,47680.40,4f13.(2F*<7/2>).5d.6p.(1F*<3>),"(7/2,3)",2F3.5 1F3.0,6.5,70136.24,4451.935,-1.35,0.045,0.060,1.10,2.064,0.072,-0.273
4f13.(2F*<5/2>).5d2.(3F),*,2F3.5 1D2.5,2.5,53716.38,4f13.(2F*<5/2>).5d.6p.(3F*<4>),"(5/2,4)",2F2.5 3D2.0,2.5,76170.25,4452.325,-2.30,0.005,0.018,0.28,0.619,0.003,-0.339
4f13.(2F*<5/2>).5d.6s.(3D),3[5/2]*,,2.5,43956.41,4f13.(2F*<7/2>).5d.6p.(3F*<4>),"(7/2,4)",,2.5,66395.72,4455.214,-3.23,0.001,,0.03,,0.001,
